Fecha,Local,Visitante,Marcador,Goles Local,Goles Visitante,Tarjetas Rojas Local,Tarjetas Rojas Visitante,Resultado Local,Resultado Visitante
12-02-2025,Santa Fe,Atlético Nacional,2 - 2,2,2,0,0,Empate,Empate
14-02-2025,América de Cali,Santa Fe,2 - 0,2,0,0,0,Victoria,Derrota
27-02-2025,Envigado,Santa Fe,1 - 7,1,7,0,0,Derrota,Victoria
08-03-2025,Santa Fe,Fortaleza CEIF,2 - 0,2,0,0,0,Victoria,Derrota
03-02-2025,Llaneros,Unión Magdalena,2 - 0,2,0,0,0,Victoria,Derrota
07-02-2025,Unión Magdalena,Junior FC,0 - 0,0,0,0,0,Empate,Empate
11-02-2025,Independiente Medellín,Unión Magdalena,1 - 1,1,1,0,0,Empate,Empate
15-02-2025,Unión Magdalena,La Equidad,0 - 0,0,0,0,0,Empate,Empate
19-02-2025,Unión Magdalena,Millonarios,1 - 3,1,3,0,0,Derrota,Victoria
25-02-2025,Deportivo Pasto,Unión Magdalena,2 - 1,2,1,0,0,Victoria,Derrota
02-03-2025,Unión Magdalena,Deportivo Cali,2 - 2,2,2,0,0,Empate,Empate
07-03-2025,Alianza Petrolera,Unión Magdalena,1 - 0,1,0,0,0,Victoria,Derrota
21-01-2024,Atlético Nacional,Alianza Petrolera,3 - 1,3,1,0,0,Victoria,Derrota
26-01-2024,Alianza Petrolera,Deportivo Cali,3 - 3,3,3,0,0,Empate,Empate
30-01-2024,Millonarios,Alianza Petrolera,1 - 1,1,1,0,0,Empate,Empate
04-02-2024,Alianza Petrolera,Junior,0 - 1,0,1,0,0,Derrota,Victoria
06-02-2024,Envigado,Alianza Petrolera,1 - 2,1,2,0,0,Derrota,Victoria
11-02-2024,Alianza Petrolera,Deportivo Pereira,1 - 2,1,2,0,0,Derrota,Victoria
18-02-2024,Boyacá Chicó,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
23-02-2024,Alianza Petrolera,Independiente Medellín,2 - 0,2,0,0,2,Victoria,Derrota
27-02-2024,Fortaleza CEIF,Alianza Petrolera,1 - 2,1,2,0,0,Derrota,Victoria
03-03-2024,Alianza Petrolera,Santa Fe,0 - 1,0,1,0,2,Derrota,Victoria
08-03-2024,América de Cali,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
14-03-2024,Alianza Petrolera,Deportivo Pasto,1 - 1,1,1,0,0,Empate,Empate
24-03-2024,Once Caldas,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
28-03-2024,Alianza Petrolera,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
06-04-2024,Patriotas Boyacá,Alianza Petrolera,0 - 0,0,0,0,0,Empate,Empate
14-04-2024,Alianza Petrolera,La Equidad,0 - 3,0,3,0,0,Derrota,Victoria
16-04-2024,Rionegro Águilas,Alianza Petrolera,4 - 0,4,0,0,0,Victoria,Derrota
20-04-2024,Alianza Petrolera,Jaguares de Córdoba,2 - 1,2,1,0,0,Victoria,Derrota
27-04-2024,Atlético Bucaramanga,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
17-07-2024,Alianza Petrolera,Atlético Nacional,0 - 2,0,2,0,0,Derrota,Victoria
21-07-2024,Deportivo Cali,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
27-07-2024,Alianza Petrolera,Millonarios,2 - 1,2,1,0,0,Victoria,Derrota
03-08-2024,Junior,Alianza Petrolera,2 - 2,2,2,0,0,Empate,Empate
11-08-2024,Alianza Petrolera,Envigado,1 - 1,1,1,0,0,Empate,Empate
23-08-2024,Alianza Petrolera,Boyacá Chicó,4 - 0,4,0,0,0,Victoria,Derrota
07-09-2024,Alianza Petrolera,Fortaleza CEIF,1 - 1,1,1,0,0,Empate,Empate
12-09-2024,Deportivo Pereira,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
21-09-2024,Alianza Petrolera,América de Cali,0 - 1,0,1,0,0,Derrota,Victoria
25-09-2024,Santa Fe,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
29-09-2024,Deportivo Pasto,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
05-10-2024,Alianza Petrolera,Once Caldas,1 - 0,1,0,0,0,Victoria,Derrota
09-10-2024,Independiente Medellín,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
19-10-2024,Deportes Tolima,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
25-10-2024,Alianza Petrolera,Patriotas Boyacá,1 - 1,1,1,0,0,Empate,Empate
01-11-2024,La Equidad,Alianza Petrolera,3 - 2,3,2,0,0,Victoria,Derrota
05-11-2024,Alianza Petrolera,Rionegro Águilas,3 - 0,3,0,0,0,Victoria,Derrota
09-11-2024,Jaguares de Córdoba,Alianza Petrolera,0 - 0,0,0,0,0,Empate,Empate
14-11-2024,Alianza Petrolera,Atlético Bucaramanga,0 - 4,0,4,0,0,Derrota,Victoria
20-01-2024,América de Cali,Rionegro Águilas,0 - 1,0,1,0,0,Derrota,Victoria
27-01-2024,América de Cali,Atlético Nacional,4 - 1,4,1,0,0,Victoria,Derrota
31-01-2024,Deportes Tolima,América de Cali,2 - 1,2,1,0,0,Victoria,Derrota
03-02-2024,América de Cali,Patriotas Boyacá,1 - 0,1,0,0,0,Victoria,Derrota
07-02-2024,Millonarios,América de Cali,1 - 0,1,0,0,0,Victoria,Derrota
15-02-2024,América de Cali,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
17-02-2024,Envigado,América de Cali,1 - 1,1,1,0,0,Empate,Empate
21-02-2024,América de Cali,La Equidad,0 - 1,0,1,2,0,Derrota,Victoria
24-02-2024,Jaguares de Córdoba,América de Cali,1 - 1,1,1,0,0,Empate,Empate
01-03-2024,Deportivo Pereira,América de Cali,2 - 0,2,0,0,0,Victoria,Derrota
08-03-2024,América de Cali,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
16-03-2024,Fortaleza CEIF,América de Cali,0 - 0,0,0,0,0,Empate,Empate
23-03-2024,América de Cali,Boyacá Chicó,3 - 2,3,2,0,0,Victoria,Derrota
30-03-2024,Independiente Medellín,América de Cali,1 - 4,1,4,0,0,Derrota,Victoria
06-04-2024,América de Cali,Junior,4 - 1,4,1,0,0,Victoria,Derrota
12-04-2024,Deportivo Cali,América de Cali,1 - 1,1,1,0,0,Empate,Empate
18-04-2024,América de Cali,Deportivo Pasto,0 - 0,0,0,0,0,Empate,Empate
20-04-2024,Santa Fe,América de Cali,1 - 0,1,0,0,0,Victoria,Derrota
27-04-2024,Once Caldas,América de Cali,0 - 0,0,0,0,0,Empate,Empate
15-07-2024,Rionegro Águilas,América de Cali,1 - 2,1,2,0,0,Derrota,Victoria
20-07-2024,Atlético Nacional,América de Cali,2 - 1,2,1,0,0,Victoria,Derrota
24-07-2024,América de Cali,Envigado,4 - 0,4,0,0,0,Victoria,Derrota
03-08-2024,Patriotas Boyacá,América de Cali,1 - 1,1,1,0,0,Empate,Empate
17-08-2024,Atlético Bucaramanga,América de Cali,1 - 2,1,2,0,0,Derrota,Victoria
06-09-2024,América de Cali,Jaguares de Córdoba,1 - 0,1,0,0,0,Victoria,Derrota
10-09-2024,América de Cali,Deportes Tolima,1 - 0,1,0,0,0,Victoria,Derrota
14-09-2024,América de Cali,Deportivo Pereira,1 - 0,1,0,0,0,Victoria,Derrota
21-09-2024,Alianza Petrolera,América de Cali,0 - 1,0,1,0,0,Derrota,Victoria
27-09-2024,América de Cali,Fortaleza CEIF,1 - 1,1,1,0,0,Empate,Empate
04-10-2024,Boyacá Chicó,América de Cali,0 - 2,0,2,0,0,Derrota,Victoria
11-10-2024,América de Cali,Millonarios,2 - 1,2,1,0,0,Victoria,Derrota
13-10-2024,América de Cali,Independiente Medellín,1 - 0,1,0,0,0,Victoria,Derrota
26-10-2024,Junior,América de Cali,3 - 1,3,1,0,0,Victoria,Derrota
06-11-2024,Deportivo Pasto,América de Cali,3 - 1,3,1,0,0,Victoria,Derrota
11-11-2024,América de Cali,Santa Fe,0 - 0,0,0,0,0,Empate,Empate
14-11-2024,América de Cali,Once Caldas,3 - 0,3,0,0,0,Victoria,Derrota
21-11-2024,Junior FC,América de Cali,1 - 0,1,0,0,0,Victoria,Derrota
23-11-2024,América de Cali,Once Caldas,1 - 1,1,1,0,0,Empate,Empate
26-11-2024,Deportes Tolima,América de Cali,1 - 0,1,0,0,0,Victoria,Derrota
30-11-2024,América de Cali,Deportes Tolima,4 - 2,4,2,0,0,Victoria,Derrota
03-12-2024,Once Caldas,América de Cali,3 - 0,3,0,0,0,Victoria,Derrota
07-12-2024,América de Cali,Junior FC,1 - 0,1,0,0,0,Victoria,Derrota
20-01-2024,Junior,Atlético Bucaramanga,2 - 0,2,0,0,0,Victoria,Derrota
28-01-2024,Atlético Bucaramanga,Millonarios,0 - 0,0,0,0,0,Empate,Empate
01-02-2024,Jaguares de Córdoba,Atlético Bucaramanga,0 - 1,0,1,0,0,Derrota,Victoria
06-02-2024,Santa Fe,Atlético Bucaramanga,0 - 1,0,1,0,0,Derrota,Victoria
09-02-2024,Atlético Bucaramanga,Once Caldas,1 - 1,1,1,0,0,Empate,Empate
15-02-2024,América de Cali,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
19-02-2024,Atlético Bucaramanga,Deportivo Pasto,1 - 0,1,0,0,0,Victoria,Derrota
21-02-2024,Deportes Tolima,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
02-03-2024,Atlético Bucaramanga,Patriotas Boyacá,3 - 0,3,0,0,0,Victoria,Derrota
09-03-2024,Atlético Nacional,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
15-03-2024,Atlético Bucaramanga,La Equidad,4 - 0,4,0,0,0,Victoria,Derrota
23-03-2024,Atlético Bucaramanga,Envigado,3 - 1,3,1,0,0,Victoria,Derrota
26-03-2024,Atlético Bucaramanga,Rionegro Águilas,1 - 0,1,0,0,0,Victoria,Derrota
30-03-2024,Deportivo Pereira,Atlético Bucaramanga,1 - 2,1,2,0,0,Derrota,Victoria
05-04-2024,Atlético Bucaramanga,Deportivo Cali,2 - 1,2,1,0,0,Victoria,Derrota
13-04-2024,Independiente Medellín,Atlético Bucaramanga,1 - 0,1,0,0,0,Victoria,Derrota
19-04-2024,Atlético Bucaramanga,Boyacá Chicó,2 - 3,2,3,0,0,Derrota,Victoria
21-04-2024,Fortaleza CEIF,Atlético Bucaramanga,0 - 2,0,2,0,0,Derrota,Victoria
27-04-2024,Atlético Bucaramanga,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
03-05-2024,Deportivo Pereira,Atlético Bucaramanga,1 - 0,1,0,0,0,Victoria,Derrota
10-05-2024,Atlético Bucaramanga,Junior,0 - 0,0,0,0,0,Empate,Empate
19-05-2024,Millonarios,Atlético Bucaramanga,0 - 1,0,1,0,0,Derrota,Victoria
21-05-2024,Atlético Bucaramanga,Millonarios,0 - 0,0,0,0,0,Empate,Empate
25-05-2024,Junior,Atlético Bucaramanga,1 - 0,1,0,0,0,Victoria,Derrota
01-06-2024,Atlético Bucaramanga,Deportivo Pereira,3 - 1,3,1,0,0,Victoria,Derrota
08-06-2024,Atlético Bucaramanga,Santa Fe,1 - 0,1,0,0,0,Victoria,Derrota
15-06-2024,Santa Fe,Atlético Bucaramanga,3 - 2,3,2,0,0,Victoria,Derrota
17-07-2024,Atlético Bucaramanga,Junior,1 - 0,1,0,0,0,Victoria,Derrota
20-07-2024,Millonarios,Atlético Bucaramanga,1 - 0,1,0,0,0,Victoria,Derrota
27-07-2024,Atlético Bucaramanga,Jaguares de Córdoba,0 - 0,0,0,0,0,Empate,Empate
07-08-2024,Atlético Bucaramanga,Santa Fe,0 - 1,0,1,2,0,Derrota,Victoria
10-08-2024,Once Caldas,Atlético Bucaramanga,2 - 1,2,1,0,0,Victoria,Derrota
17-08-2024,Atlético Bucaramanga,América de Cali,1 - 2,1,2,0,0,Derrota,Victoria
23-08-2024,Deportivo Pasto,Atlético Bucaramanga,1 - 2,1,2,0,0,Derrota,Victoria
31-08-2024,Atlético Bucaramanga,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
12-09-2024,Patriotas Boyacá,Atlético Bucaramanga,1 - 2,1,2,0,0,Derrota,Victoria
23-09-2024,Atlético Bucaramanga,Atlético Nacional,1 - 0,1,0,0,0,Victoria,Derrota
27-09-2024,La Equidad,Atlético Bucaramanga,0 - 1,0,1,0,0,Derrota,Victoria
04-10-2024,Envigado,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
12-10-2024,Atlético Bucaramanga,Deportivo Pereira,1 - 1,1,1,0,0,Empate,Empate
20-10-2024,Rionegro Águilas,Atlético Bucaramanga,1 - 3,1,3,0,0,Derrota,Victoria
26-10-2024,Deportivo Cali,Atlético Bucaramanga,1 - 0,1,0,0,0,Victoria,Derrota
03-11-2024,Atlético Bucaramanga,Independiente Medellín,2 - 3,2,3,0,0,Derrota,Victoria
05-11-2024,Boyacá Chicó,Atlético Bucaramanga,1 - 1,1,1,0,0,Empate,Empate
09-11-2024,Atlético Bucaramanga,Fortaleza CEIF,1 - 0,1,0,0,0,Victoria,Derrota
14-11-2024,Alianza Petrolera,Atlético Bucaramanga,0 - 4,0,4,0,0,Derrota,Victoria
21-01-2024,Atlético Nacional,Alianza Petrolera,3 - 1,3,1,0,0,Victoria,Derrota
27-01-2024,América de Cali,Atlético Nacional,4 - 1,4,1,0,0,Victoria,Derrota
31-01-2024,Atlético Nacional,Once Caldas,1 - 1,1,1,0,0,Empate,Empate
03-02-2024,Rionegro Águilas,Atlético Nacional,0 - 3,0,3,0,0,Derrota,Victoria
08-02-2024,Patriotas Boyacá,Atlético Nacional,0 - 0,0,0,0,0,Empate,Empate
10-02-2024,Atlético Nacional,Millonarios,0 - 1,0,1,0,0,Derrota,Victoria
16-02-2024,Deportivo Cali,Atlético Nacional,3 - 2,3,2,0,0,Victoria,Derrota
24-02-2024,La Equidad,Atlético Nacional,2 - 0,2,0,0,0,Victoria,Derrota
02-03-2024,Junior,Atlético Nacional,0 - 0,0,0,0,0,Empate,Empate
09-03-2024,Atlético Nacional,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
15-03-2024,Boyacá Chicó,Atlético Nacional,2 - 1,2,1,0,0,Victoria,Derrota
23-03-2024,Atlético Nacional,Deportivo Pasto,1 - 0,1,0,0,0,Victoria,Derrota
26-03-2024,Atlético Nacional,Jaguares de Córdoba,2 - 0,2,0,0,0,Victoria,Derrota
29-03-2024,Envigado,Atlético Nacional,0 - 1,0,1,0,0,Derrota,Victoria
04-04-2024,Atlético Nacional,Fortaleza CEIF,1 - 2,1,2,0,0,Derrota,Victoria
12-04-2024,Santa Fe,Atlético Nacional,0 - 0,0,0,0,0,Empate,Empate
17-04-2024,Atlético Nacional,Deportivo Pereira,0 - 1,0,1,0,0,Derrota,Victoria
20-04-2024,Independiente Medellín,Atlético Nacional,2 - 2,2,2,0,0,Empate,Empate
27-04-2024,Atlético Nacional,Deportes Tolima,3 - 1,3,1,0,0,Victoria,Derrota
17-07-2024,Alianza Petrolera,Atlético Nacional,0 - 2,0,2,0,0,Derrota,Victoria
20-07-2024,Atlético Nacional,América de Cali,2 - 1,2,1,0,0,Victoria,Derrota
24-07-2024,Millonarios,Atlético Nacional,1 - 2,1,2,2,0,Derrota,Victoria
26-07-2024,Once Caldas,Atlético Nacional,2 - 0,2,0,0,0,Victoria,Derrota
30-07-2024,Atlético Nacional,La Equidad,0 - 1,0,1,0,0,Derrota,Victoria
05-08-2024,Atlético Nacional,Rionegro Águilas,1 - 1,1,1,0,0,Empate,Empate
09-08-2024,Atlético Nacional,Patriotas Boyacá,3 - 1,3,1,0,0,Victoria,Derrota
30-08-2024,Jaguares de Córdoba,Atlético Nacional,0 - 2,0,2,0,0,Derrota,Victoria
23-09-2024,Atlético Bucaramanga,Atlético Nacional,1 - 0,1,0,0,0,Victoria,Derrota
28-09-2024,Atlético Nacional,Boyacá Chicó,6 - 2,6,2,0,0,Victoria,Derrota
04-10-2024,Deportivo Pasto,Atlético Nacional,1 - 2,1,2,0,0,Derrota,Victoria
09-10-2024,Atlético Nacional,Deportivo Cali,1 - 1,1,1,0,0,Empate,Empate
14-10-2024,Atlético Nacional,Envigado,2 - 1,2,1,0,0,Victoria,Derrota
26-10-2024,Fortaleza CEIF,Atlético Nacional,0 - 1,0,1,0,0,Derrota,Victoria
04-11-2024,Atlético Nacional,Santa Fe,1 - 1,1,1,0,0,Empate,Empate
07-11-2024,Deportivo Pereira,Atlético Nacional,1 - 1,1,1,0,0,Empate,Empate
10-11-2024,Atlético Nacional,Independiente Medellín,1 - 1,1,1,0,0,Empate,Empate
14-11-2024,Deportes Tolima,Atlético Nacional,1 - 0,1,0,0,0,Victoria,Derrota
20-11-2024,Atlético Nacional,Santa Fe,5 - 0,5,0,0,0,Victoria,Derrota
23-11-2024,Deportivo Pasto,Atlético Nacional,0 - 1,0,1,0,0,Derrota,Victoria
29-11-2024,Millonarios,Atlético Nacional,2 - 1,2,1,0,0,Victoria,Derrota
02-12-2024,Atlético Nacional,Millonarios,1 - 1,1,1,0,0,Empate,Empate
04-12-2024,Atlético Nacional,Deportivo Pasto,2 - 1,2,1,0,0,Victoria,Derrota
08-12-2024,Santa Fe,Atlético Nacional,0 - 3,0,3,0,0,Derrota,Victoria
18-12-2024,Deportes Tolima,Atlético Nacional,1 - 1,1,1,0,0,Empate,Empate
21-12-2024,Atlético Nacional,Deportes Tolima,2 - 0,2,0,0,0,Victoria,Derrota
19-01-2024,Once Caldas,Boyacá Chicó,2 - 1,2,1,2,0,Victoria,Derrota
27-01-2024,Boyacá Chicó,Junior,2 - 2,2,2,0,0,Empate,Empate
31-01-2024,Envigado,Boyacá Chicó,2 - 0,2,0,0,0,Victoria,Derrota
04-02-2024,Boyacá Chicó,Deportivo Pereira,1 - 2,1,2,0,0,Derrota,Victoria
09-02-2024,Deportivo Cali,Boyacá Chicó,4 - 0,4,0,0,0,Victoria,Derrota
14-02-2024,Boyacá Chicó,Independiente Medellín,3 - 0,3,0,0,0,Victoria,Derrota
18-02-2024,Boyacá Chicó,Alianza Petrolera,1 - 0,1,0,0,0,Victoria,Derrota
22-02-2024,Fortaleza CEIF,Boyacá Chicó,1 - 1,1,1,0,0,Empate,Empate
25-02-2024,Boyacá Chicó,Santa Fe,1 - 2,1,2,0,0,Derrota,Victoria
29-02-2024,Boyacá Chicó,Deportes Tolima,1 - 1,1,1,0,0,Empate,Empate
08-03-2024,Deportivo Pasto,Boyacá Chicó,2 - 1,2,1,0,0,Victoria,Derrota
15-03-2024,Boyacá Chicó,Atlético Nacional,2 - 1,2,1,0,0,Victoria,Derrota
23-03-2024,América de Cali,Boyacá Chicó,3 - 2,3,2,0,0,Victoria,Derrota
29-03-2024,Boyacá Chicó,Jaguares de Córdoba,1 - 0,1,0,0,0,Victoria,Derrota
07-04-2024,La Equidad,Boyacá Chicó,4 - 0,4,0,0,2,Victoria,Derrota
13-04-2024,Boyacá Chicó,Patriotas Boyacá,1 - 2,1,2,0,0,Derrota,Victoria
19-04-2024,Atlético Bucaramanga,Boyacá Chicó,2 - 3,2,3,0,0,Derrota,Victoria
21-04-2024,Boyacá Chicó,Rionegro Águilas,1 - 2,1,2,0,0,Derrota,Victoria
27-04-2024,Millonarios,Boyacá Chicó,3 - 0,3,0,0,0,Victoria,Derrota
15-07-2024,Boyacá Chicó,Once Caldas,0 - 1,0,1,0,0,Derrota,Victoria
21-07-2024,Junior,Boyacá Chicó,2 - 1,2,1,0,0,Victoria,Derrota
31-07-2024,Independiente Medellín,Boyacá Chicó,1 - 0,1,0,0,0,Victoria,Derrota
06-08-2024,Deportivo Pereira,Boyacá Chicó,1 - 0,1,0,0,0,Victoria,Derrota
10-08-2024,Boyacá Chicó,Deportivo Cali,1 - 0,1,0,0,0,Victoria,Derrota
18-08-2024,Boyacá Chicó,Envigado,0 - 0,0,0,0,0,Empate,Empate
23-08-2024,Alianza Petrolera,Boyacá Chicó,4 - 0,4,0,0,0,Victoria,Derrota
31-08-2024,Boyacá Chicó,Fortaleza CEIF,2 - 2,2,2,0,0,Empate,Empate
13-09-2024,Deportes Tolima,Boyacá Chicó,2 - 1,2,1,0,0,Victoria,Derrota
21-09-2024,Boyacá Chicó,Deportivo Pasto,1 - 0,1,0,0,0,Victoria,Derrota
28-09-2024,Atlético Nacional,Boyacá Chicó,6 - 2,6,2,0,0,Victoria,Derrota
04-10-2024,Boyacá Chicó,América de Cali,0 - 2,0,2,0,0,Derrota,Victoria
10-10-2024,Santa Fe,Boyacá Chicó,3 - 1,3,1,0,0,Victoria,Derrota
14-10-2024,Jaguares de Córdoba,Boyacá Chicó,1 - 0,1,0,0,0,Victoria,Derrota
28-10-2024,Boyacá Chicó,La Equidad,1 - 0,1,0,0,0,Victoria,Derrota
02-11-2024,Patriotas Boyacá,Boyacá Chicó,3 - 0,3,0,0,0,Victoria,Derrota
05-11-2024,Boyacá Chicó,Atlético Bucaramanga,1 - 1,1,1,0,0,Empate,Empate
09-11-2024,Rionegro Águilas,Boyacá Chicó,0 - 1,0,1,0,0,Derrota,Victoria
14-11-2024,Boyacá Chicó,Millonarios,1 - 5,1,5,0,0,Derrota,Victoria
19-01-2024,Deportes Tolima,Fortaleza CEIF,1 - 2,1,2,0,0,Derrota,Victoria
25-01-2024,Deportivo Pasto,Deportes Tolima,1 - 4,1,4,0,0,Derrota,Victoria
31-01-2024,Deportes Tolima,América de Cali,2 - 1,2,1,0,0,Victoria,Derrota
02-02-2024,Deportes Tolima,Millonarios,2 - 0,2,0,0,0,Victoria,Derrota
09-02-2024,La Equidad,Deportes Tolima,1 - 1,1,1,0,0,Empate,Empate
14-02-2024,Deportes Tolima,Jaguares de Córdoba,2 - 0,2,0,0,0,Victoria,Derrota
18-02-2024,Junior,Deportes Tolima,0 - 1,0,1,0,0,Derrota,Victoria
21-02-2024,Deportes Tolima,Atlético Bucaramanga,0 - 0,0,0,0,0,Empate,Empate
26-02-2024,Deportivo Cali,Deportes Tolima,1 - 2,1,2,0,0,Derrota,Victoria
29-02-2024,Boyacá Chicó,Deportes Tolima,1 - 1,1,1,0,0,Empate,Empate
09-03-2024,Deportes Tolima,Independiente Medellín,2 - 2,2,2,0,0,Empate,Empate
15-03-2024,Santa Fe,Deportes Tolima,1 - 1,1,1,0,0,Empate,Empate
22-03-2024,Deportes Tolima,Deportivo Pereira,2 - 1,2,1,0,0,Victoria,Derrota
28-03-2024,Alianza Petrolera,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
05-04-2024,Once Caldas,Deportes Tolima,2 - 1,2,1,0,0,Victoria,Derrota
11-04-2024,Deportes Tolima,Rionegro Águilas,2 - 1,2,1,0,0,Victoria,Derrota
15-04-2024,Envigado,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
21-04-2024,Deportes Tolima,Patriotas Boyacá,2 - 1,2,1,0,0,Victoria,Derrota
27-04-2024,Atlético Nacional,Deportes Tolima,3 - 1,3,1,0,0,Victoria,Derrota
04-05-2024,Santa Fe,Deportes Tolima,1 - 0,1,0,0,0,Victoria,Derrota
12-05-2024,Deportes Tolima,Once Caldas,1 - 1,1,1,0,0,Empate,Empate
17-05-2024,La Equidad,Deportes Tolima,2 - 3,2,3,0,0,Derrota,Victoria
22-05-2024,Deportes Tolima,La Equidad,3 - 0,3,0,0,0,Victoria,Derrota
25-05-2024,Once Caldas,Deportes Tolima,0 - 1,0,1,0,0,Derrota,Victoria
02-06-2024,Deportes Tolima,Santa Fe,1 - 2,1,2,0,0,Derrota,Victoria
19-07-2024,Fortaleza CEIF,Deportes Tolima,1 - 1,1,1,0,0,Empate,Empate
23-07-2024,Deportes Tolima,Deportivo Pasto,2 - 1,2,1,0,0,Victoria,Derrota
02-08-2024,Millonarios,Deportes Tolima,1 - 0,1,0,0,0,Victoria,Derrota
09-08-2024,Deportes Tolima,La Equidad,5 - 1,5,1,0,0,Victoria,Derrota
18-08-2024,Jaguares de Córdoba,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
24-08-2024,Deportes Tolima,Junior,0 - 1,0,1,0,0,Derrota,Victoria
31-08-2024,Atlético Bucaramanga,Deportes Tolima,0 - 2,0,2,0,0,Derrota,Victoria
06-09-2024,Deportes Tolima,Deportivo Cali,1 - 1,1,1,0,0,Empate,Empate
10-09-2024,América de Cali,Deportes Tolima,1 - 0,1,0,0,0,Victoria,Derrota
13-09-2024,Deportes Tolima,Boyacá Chicó,2 - 1,2,1,0,0,Victoria,Derrota
21-09-2024,Independiente Medellín,Deportes Tolima,0 - 1,0,1,0,0,Derrota,Victoria
28-09-2024,Deportes Tolima,Santa Fe,0 - 0,0,0,0,0,Empate,Empate
07-10-2024,Deportivo Pereira,Deportes Tolima,1 - 0,1,0,0,0,Victoria,Derrota
19-10-2024,Deportes Tolima,Alianza Petrolera,2 - 0,2,0,0,0,Victoria,Derrota
24-10-2024,Deportes Tolima,Once Caldas,1 - 1,1,1,0,0,Empate,Empate
01-11-2024,Patriotas Boyacá,Deportes Tolima,0 - 1,0,1,0,0,Derrota,Victoria
01-11-2024,Rionegro Águilas,Deportes Tolima,0 - 1,0,1,0,0,Derrota,Victoria
05-11-2024,Deportes Tolima,Envigado,3 - 0,3,0,0,0,Victoria,Derrota
14-11-2024,Deportes Tolima,Atlético Nacional,1 - 0,1,0,0,0,Victoria,Derrota
20-11-2024,Once Caldas,Deportes Tolima,0 - 0,0,0,0,0,Empate,Empate
24-11-2024,Deportes Tolima,Junior FC,1 - 0,1,0,0,0,Victoria,Derrota
26-11-2024,Deportes Tolima,América de Cali,1 - 0,1,0,0,0,Victoria,Derrota
30-11-2024,América de Cali,Deportes Tolima,4 - 2,4,2,0,0,Victoria,Derrota
04-12-2024,Junior FC,Deportes Tolima,3 - 2,3,2,0,0,Victoria,Derrota
07-12-2024,Deportes Tolima,Once Caldas,1 - 0,1,0,0,0,Victoria,Derrota
18-12-2024,Deportes Tolima,Atlético Nacional,1 - 1,1,1,0,0,Empate,Empate
21-12-2024,Atlético Nacional,Deportes Tolima,2 - 0,2,0,0,0,Victoria,Derrota
19-01-2024,Deportivo Pereira,Deportivo Cali,2 - 2,2,2,0,0,Empate,Empate
26-01-2024,Alianza Petrolera,Deportivo Cali,3 - 3,3,3,0,0,Empate,Empate
29-01-2024,Deportivo Cali,Fortaleza CEIF,2 - 0,2,0,0,0,Victoria,Derrota
05-02-2024,Independiente Medellín,Deportivo Cali,1 - 0,1,0,0,0,Victoria,Derrota
09-02-2024,Deportivo Cali,Boyacá Chicó,4 - 0,4,0,0,0,Victoria,Derrota
13-02-2024,Santa Fe,Deportivo Cali,1 - 0,1,0,0,0,Victoria,Derrota
16-02-2024,Deportivo Cali,Atlético Nacional,3 - 2,3,2,0,0,Victoria,Derrota
23-02-2024,Deportivo Pasto,Deportivo Cali,0 - 1,0,1,0,0,Derrota,Victoria
26-02-2024,Deportivo Cali,Deportes Tolima,1 - 2,1,2,0,0,Derrota,Victoria
01-03-2024,Deportivo Cali,Once Caldas,0 - 1,0,1,0,0,Derrota,Victoria
08-03-2024,La Equidad,Deportivo Cali,2 - 0,2,0,0,0,Victoria,Derrota
16-03-2024,Deportivo Cali,Patriotas Boyacá,0 - 1,0,1,0,0,Derrota,Victoria
22-03-2024,Millonarios,Deportivo Cali,1 - 1,1,1,0,0,Empate,Empate
31-03-2024,Deportivo Cali,Rionegro Águilas,2 - 4,2,4,0,0,Derrota,Victoria
05-04-2024,Atlético Bucaramanga,Deportivo Cali,2 - 1,2,1,0,0,Victoria,Derrota
