id_propiedad,zona,piso,estrato,precio_millones,area_construida,parqueaderos,banios,habitaciones,tipo_vivienda,barrio,longitud,latitud,id_comentarios
1842,zona norte,2,5,350.0,240.0,2,3,4,casa,vipasa,-76518.0,3481.0,30
1843,zona norte,4,5,480.0,278.0,3,4,5,casa,vipasa,-76518.0,3477.0,21
1844,zona sur,1,5,510.0,537.0,1,5,5,casa,vipasa,-76518.0,3475.0,33
1845,zona sur,3,4,315.0,270.0,1,3,4,casa,valle del lili,-76518.0,3374.0,31
1846,zona sur,4,4,275.0,200.0,2,4,3,casa,valle del lili,-76518.0,3372.0,17
1847,zona sur,4,5,380.0,139.0,4,3,4,casa,valle del lili,-76518.0,3387.0,22
1848,zona norte,4,5,350.0,160.0,2,4,3,casa,urbanización la flora,-76518.0,3489.0,16
1849,zona norte,4,5,330.0,246.0,2,4,4,casa,prados del norte,-76518.0,3.47,12
1850,zona centro,3,3,380.0,169.0,1,4,4,casa,la morada,-76518.0,3462.0,2
1851,zona oriente,3,3,500.0,310.0,1,4,9,casa,el jardín,-76518.0,3428.0,7
1852,zona oriente,3,3,370.0,210.0,1,3,8,casa,la independencia,-76518.0,3417.0,27
1853,zona sur,3,3,305.0,200.0,2,4,8,casa,ciudadela comfandi,-76518.0,3461.0,25
1854,zona sur,4,6,425.0,133.0,2,5,4,casa,ciudad jardín,-76518.0,3365.0,5
1855,zona sur,2,4,430.0,200.0,2,4,6,casa,ciudad 2000,-76518.0,3395.0,17
1856,zona sur,4,4,395.0,89.0,2,5,8,casa,caney,-76518.0,3386.0,3
1857,zona sur,3,4,365.0,170.0,1,5,5,casa,caney,-76518.0,3383.0,21
1858,zona sur,4,5,370.0,240.0,1,5,6,casa,caney,-76518.0,3381.0,9
1859,zona sur,4,4,380.0,320.0,4,4,7,casa,caney,-76518.0,3386.0,13
1860,zona sur,4,4,395.0,275.0,2,3,5,casa,caney,-76518.0,3386.0,19
1861,zona sur,5,4,126.0,56.0,1,1,3,apartamento,valle del lili,-76518.0,3414.0,9
1862,zona sur,4,4,143.0,56.0,1,2,2,apartamento,valle del lili,-76518.0,3365.0,33
1863,zona sur,3,5,225.0,64.0,1,2,3,apartamento,valle del lili,-76518.0,3.37,7
1864,zona sur,2,5,180.0,62.0,1,2,3,apartamento,valle del lili,-76518.0,3.37,15
1865,zona sur,4,4,120.0,48.0,1,2,2,apartamento,valle del lili,-76518.0,3366.0,18
1866,zona sur,4,4,150.0,62.0,1,2,3,apartamento,valle del lili,-76518.0,3365.0,14
1867,zona sur,5,5,290.0,90.0,1,3,4,apartamento,valle del lili,-76518.0,3371.0,31
1868,zona norte,5,5,280.0,75.0,1,2,2,apartamento,urbanización la flora,-76518.0,3491.0,26
1869,zona norte,4,4,225.0,67.0,1,2,3,apartamento,prados del norte,-76518.0,3469.0,33
1870,zona norte,8,5,328.0,86.0,1,2,3,apartamento,prados del norte,-76518.0,3469.0,29
1871,zona oriente,3,3,160.0,122.0,1,2,3,apartamento,el jardín,-76518.0,3427.0,19
1872,zona oriente,3,3,125.0,114.0,1,2,4,apartamento,el jardín,-76518.0,3429.0,19
1873,zona sur,4,5,195.0,70.0,2,2,3,apartamento,ciudad 2000,-76518.0,3393.0,25
1874,zona sur,4,4,145.0,63.0,1,2,2,apartamento,caney,-76518.0,3383.0,19
1875,zona sur,2,6,128.0,55.0,1,2,2,apartamento,caney,-76518.0,3385.0,12
1876,zona sur,5,4,152.0,56.0,1,2,2,apartamento,caney,-76518.0,3383.0,25
1877,zona sur,4,4,155.0,54.0,1,2,2,apartamento,caney,-76518.0,3384.0,16
1878,zona sur,5,5,230.0,85.0,1,2,3,apartamento,caney,-76518.0,3.38,17
1879,zona sur,4,4,250.0,80.0,1,2,3,apartamento,caney,-76518.0,3.38,29
1880,zona sur,5,5,295.0,90.0,1,2,3,apartamento,caney,-76518.0,3383.0,20
1881,zona sur,4,4,170.0,58.0,1,2,2,apartamento,caney,-76518.0,3383.0,10
1882,zona norte,3,3,121.0,58.0,1,2,2,apartamento,brisas de los,-76518.0,3469.0,12
1644,zona norte,1,4,270.0,171.0,3,4,4,casa,vipasa,-76517.0,3477.0,3
1645,zona norte,4,4,380.0,287.0,1,2,3,casa,vipasa,-76517.0,3478.0,28
1646,zona sur,3,3,270.0,120.0,2,2,3,casa,valle del lili,-76517.0,3373.0,17
1647,zona sur,4,4,350.0,270.0,1,4,4,casa,valle del lili,-76517.0,3378.0,33
1648,zona norte,4,4,380.0,140.0,1,2,3,casa,urbanización la merced,-76517.0,3475.0,33
1649,zona norte,4,5,450.0,200.0,2,3,4,casa,urbanización la flora,-76517.0,3478.0,28
1650,zona oriente,2,3,140.0,160.0,1,3,5,casa,simón bolivar,-76517.0,3.44,21
1651,zona norte,4,5,850.0,525.0,1,4,5,casa,santa monica residencial,-76517.0,3458.0,34
1652,zona norte,1,3,170.0,132.0,1,2,4,casa,porvenir,-76517.0,3.46,1
1653,zona oeste,4,6,1590.0,530.0,6,5,4,casa,cristales,-76517.0,3458.0,26
1654,zona sur,2,4,355.0,190.0,1,3,4,casa,ciudad 2000,-76517.0,3392.0,18
1655,zona sur,4,4,360.0,350.0,2,2,4,casa,ciudad 2000,-76517.0,3392.0,1
1656,zona sur,2,4,355.0,190.0,1,3,4,casa,ciudad 2000,-76517.0,3392.0,31
1657,zona sur,4,3,800.0,168.0,2,4,5,casa,ciudad 2000,-76517.0,3392.0,5
1658,zona sur,4,4,325.0,180.0,1,4,5,casa,ciudad 2000,-76517.0,3395.0,3
1659,zona sur,4,4,330.0,185.0,2,4,3,casa,ciudad 2000,-76517.0,3392.0,7
1660,zona norte,3,5,550.0,235.0,2,5,4,casa,chipichape,-76517.0,3468.0,21
1661,zona sur,4,5,340.0,250.0,1,4,4,casa,caney especial,-76517.0,3378.0,11
1662,zona sur,4,4,195.0,90.0,2,3,3,casa,calicanto,-76517.0,3372.0,21
1663,zona sur,4,4,375.0,74.0,1,5,5,casa,calicanto viii,-76517.0,3373.0,28
1664,zona centro,3,3,290.0,237.0,1,6,10,casa,benjamín herrera,-76517.0,3448.0,7
1665,zona oriente,1,3,170.0,150.0,1,1,5,casa,benjamín herrera,-76517.0,3446.0,32
1666,zona norte,2,4,275.0,120.0,1,2,4,casa,alamos,-76517.0,3475.0,22
1667,zona norte,4,4,350.0,118.0,2,3,3,casa,acopi,-76517.0,336.971,34
1668,zona norte,4,4,310.0,102.0,2,2,3,apartamento,cali,-76517.0,336.971,22
1669,zona sur,4,4,255.0,74.0,1,2,3,apartamento,valle del lili,-76517.0,3371.0,16
1670,zona sur,4,4,198.0,65.0,1,2,3,apartamento,valle del lili,-76517.0,3371.0,19
1671,zona sur,3,4,158.0,64.0,1,2,3,apartamento,valle del lili,-76517.0,3371.0,3
1672,zona sur,4,4,320.0,91.0,1,3,3,apartamento,valle del lili,-76517.0,3374.0,28
1673,zona sur,4,5,178.0,60.0,1,2,3,apartamento,valle del lili,-76517.0,3367.0,18
1674,zona sur,1,5,240.0,87.0,1,3,3,apartamento,valle del lili,-76517.0,336.971,11
1675,zona sur,8,5,280.0,80.0,1,2,3,apartamento,valle del lili,-76517.0,3.37,26
1676,zona sur,4,4,225.0,74.0,1,2,3,apartamento,valle del lili,-76517.0,3376.0,9
1677,zona sur,8,5,280.0,82.0,1,2,3,apartamento,valle del lili,-76517.0,336.971,10
1678,zona sur,7,4,220.0,81.0,1,2,3,apartamento,valle del lili,-76517.0,3376.0,4
1679,zona sur,4,4,135.0,48.0,1,1,2,apartamento,valle del lili,-76517.0,3373.0,18
1680,zona sur,8,4,155.0,58.0,1,2,2,apartamento,valle del lili,-76517.0,3377.0,23
1681,zona sur,12,5,355.0,93.0,2,3,3,apartamento,valle del lili,-76517.0,3374.0,13
1682,zona sur,12,4,205.0,78.0,1,2,3,apartamento,valle del lili,-76517.0,3373.0,3
1683,zona sur,4,5,355.0,93.0,1,2,3,apartamento,valle del lili,-76517.0,3374.0,27
1684,zona sur,4,5,305.0,90.0,1,3,3,apartamento,valle del lili,-76517.0,336.971,28
1685,zona sur,4,5,370.0,107.0,2,3,2,apartamento,valle del lili,-76517.0,3374.0,18
1686,zona sur,4,5,240.0,73.0,1,2,3,apartamento,valle del lili,-76517.0,3.37,12
1687,zona sur,4,5,230.0,80.0,1,2,3,apartamento,valle del lili,-76517.0,3373.0,11
1688,zona sur,6,4,375.0,107.0,2,3,3,apartamento,valle del lili,-76517.0,3368.0,5
1689,zona sur,7,5,290.0,83.0,1,3,3,apartamento,valle del lili,-76517.0,3.37,23
1690,zona sur,4,4,135.0,50.0,1,2,2,apartamento,valle del lili,-76517.0,3385.0,26
1691,zona sur,8,5,285.0,92.0,1,3,3,apartamento,valle del lili,-76517.0,3.37,9
1692,zona sur,4,5,315.0,90.0,1,3,3,apartamento,valle del lili,-76517.0,336.975,27
1693,zona sur,7,4,145.0,55.0,1,2,3,apartamento,valle del lili,-76517.0,3365.0,20
1694,zona sur,4,5,335.0,93.0,2,2,3,apartamento,valle del lili,-76517.0,3365.0,2
1695,zona sur,4,4,280.0,87.0,1,2,3,apartamento,valle del lili,-76517.0,3.37,8
1696,zona sur,4,4,250.0,70.0,1,2,3,apartamento,valle del lili,-76517.0,3.37,28
1697,zona sur,2,5,300.0,84.0,1,3,3,apartamento,valle del lili,-76517.0,3.37,27
1698,zona sur,11,5,410.0,110.0,2,3,3,apartamento,valle del lili,-76517.0,3374.0,24
1699,zona sur,4,4,148.0,60.0,1,2,2,apartamento,valle del lili,-76517.0,3371.0,34
1700,zona sur,3,4,225.0,80.0,1,2,3,apartamento,valle del lili,-76517.0,3373.0,9
1701,zona sur,3,5,295.0,90.0,1,3,3,apartamento,valle del lili,-76517.0,3.37,25
1702,zona sur,4,5,285.0,80.0,1,2,3,apartamento,valle del lili,-76517.0,3.37,10
1703,zona sur,4,6,400.0,110.0,2,3,3,apartamento,valle del lili,-76517.0,3374.0,13
1704,zona sur,6,5,410.0,110.0,2,3,3,apartamento,valle del lili,-76517.0,3375.0,22
1705,zona sur,6,5,298.0,100.0,2,3,3,apartamento,valle del lili,-76517.0,3382.0,30
1706,zona sur,1,5,240.0,87.0,1,3,3,apartamento,valle del lili,-76517.0,336.971,33
1707,zona sur,4,4,150.0,52.0,1,2,3,apartamento,valle del lili,-76517.0,3374.0,8
1708,zona norte,5,5,525.0,125.0,1,3,3,apartamento,urbanización la flora,-76517.0,3491.0,4
1709,zona norte,5,5,495.0,125.0,1,3,3,apartamento,urbanización la flora,-76517.0,3491.0,14
1710,zona centro,5,3,108.0,54.0,1,1,2,apartamento,san bosco,-76517.0,3446.0,8
1711,zona norte,5,4,148.0,77.0,1,2,3,apartamento,pacará,-76517.0,3485.0,3
1712,zona oeste,1,6,330.0,85.0,1,2,2,apartamento,cristales,-76517.0,3.41,3
1713,zona sur,4,4,150.0,65.0,1,2,3,apartamento,caney,-76517.0,3.38,15
1714,zona sur,4,4,145.0,60.0,1,2,2,apartamento,caney,-76517.0,3382.0,10
1715,zona sur,4,5,145.0,58.0,1,2,2,apartamento,caney,-76517.0,3385.0,14
1716,zona sur,8,4,163.0,65.0,1,2,3,apartamento,caney,-76517.0,3387.0,30
1717,zona sur,4,4,125.0,60.0,1,2,2,apartamento,caney,-76517.0,3385.0,12
1718,zona sur,3,4,160.0,66.0,1,2,3,apartamento,caney,-76517.0,3.38,4
1719,zona sur,8,4,140.0,58.0,1,2,2,apartamento,caney,-76517.0,3384.0,14
1720,zona sur,4,4,135.0,55.0,1,2,2,apartamento,caney,-76517.0,3385.0,22
1721,zona sur,1,4,135.0,56.0,1,2,2,apartamento,caney,-76517.0,3385.0,14
1722,zona norte,4,5,315.0,90.0,1,3,3,apartamento,acopi,-76517.0,336.971,20
1723,zona norte,4,4,155.0,60.0,1,2,2,apartamento,acopi,-76517.0,336.971,6
1724,zona norte,1,5,240.0,87.0,1,3,3,apartamento,acopi,-76517.0,336.971,15
1410,zona norte,1,4,449.0,220.0,4,4,3,casa,vipasa,-76516.0,3478.0,33
1411,zona sur,4,4,280.0,100.0,1,3,3,casa,valle del lili,-76516.0,3448.0,28
1412,zona norte,2,4,360.0,389.0,2,6,9,casa,urbanización la merced,-76516.0,3482.0,23
1413,zona norte,4,5,370.0,320.0,3,3,3,casa,urbanización la flora,-76516.0,3488.0,26
1414,zona oriente,3,3,495.0,364.0,2,6,8,casa,el jardín,-76516.0,3431.0,18
1415,zona norte,4,5,330.0,130.0,4,3,3,casa,la flora,-76516.0,3488.0,10
1416,zona oriente,3,3,140.0,126.0,1,2,4,casa,ciudad modelo,-76516.0,342.269,22
1417,zona oriente,2,3,350.0,305.0,2,4,8,casa,ciudad modelo,-76516.0,3418.0,24
1418,zona sur,2,5,1000.0,560.0,2,8,5,casa,ciudad jardín,-76516.0,3423.0,30
1419,zona sur,2,4,420.0,250.0,2,4,6,casa,ciudad 2000,-76516.0,3398.0,32
1420,zona sur,4,4,420.0,200.0,1,5,6,casa,ciudad 2000,-76516.0,3395.0,22
1421,zona sur,3,4,335.0,250.0,1,5,5,casa,ciudad 2000,-76516.0,3393.0,4
1422,zona sur,2,4,255.0,120.0,1,2,2,casa,ciudad 2000,-76516.0,3394.0,13
1423,zona sur,4,4,470.0,320.0,1,6,4,casa,caney,-76516.0,3382.0,24
1424,zona sur,4,4,315.0,320.0,2,4,5,casa,caney,-76516.0,3.38,19
1425,zona sur,4,5,395.0,220.0,1,0,0,casa,caney,-76516.0,3376.0,4
1426,zona centro,3,3,390.0,150.0,4,4,6,casa,benjamín herrera,-76516.0,3447.0,8
1427,zona oriente,3,3,75.0,50.0,1,1,2,apartamento,villa del sur,-76516.0,3413.0,33
1428,zona sur,4,4,165.0,53.0,1,2,3,apartamento,valle de lili,-76516.0,3385.0,21
1429,zona sur,3,5,220.0,65.0,1,2,3,apartamento,valle del lili,-76516.0,3371.0,32
1430,zona sur,4,4,215.0,68.0,1,2,3,apartamento,valle del lili,-76516.0,3448.0,6
1431,zona sur,1,4,195.0,60.0,1,2,3,apartamento,valle del lili,-76516.0,3448.0,30
1432,zona sur,4,4,226.0,69.0,1,2,3,apartamento,valle del lili,-76516.0,3371.0,19
1433,zona sur,4,4,210.0,74.0,1,2,2,apartamento,valle del lili,-76516.0,3369.0,19
1434,zona sur,3,5,230.0,70.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,19
1435,zona sur,1,5,216.0,65.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,33
1436,zona sur,1,5,160.0,58.0,1,2,3,apartamento,valle del lili,-76516.0,3373.0,7
1437,zona sur,4,5,250.0,70.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,12
1438,zona sur,8,5,225.0,70.0,1,2,3,apartamento,valle del lili,-76516.0,337.051,6
1439,zona sur,5,5,400.0,110.0,2,3,3,apartamento,valle del lili,-76516.0,3368.0,20
1440,zona sur,4,4,140.0,55.0,1,2,3,apartamento,valle del lili,-76516.0,3372.0,34
1441,zona sur,7,5,230.0,69.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,27
1442,zona sur,4,5,230.0,75.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,5
1443,zona sur,4,4,215.0,70.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,1
1444,zona sur,4,4,220.0,72.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,27
1445,zona sur,7,4,240.0,70.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,9
1446,zona sur,4,4,250.0,80.0,1,2,3,apartamento,valle del lili,-76516.0,3372.0,27
1447,zona sur,7,4,175.0,61.0,1,2,3,apartamento,valle del lili,-76516.0,3371.0,4
1448,zona sur,4,4,160.0,53.0,1,2,3,apartamento,valle del lili,-76516.0,3375.0,7
1449,zona sur,5,4,215.0,65.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,26
1450,zona sur,4,5,220.0,74.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,4
1451,zona sur,4,4,230.0,75.0,1,2,2,apartamento,valle del lili,-76516.0,3369.0,6
1452,zona sur,2,4,150.0,55.0,1,2,3,apartamento,valle del lili,-76516.0,3378.0,15
1453,zona sur,4,4,230.0,75.0,1,2,2,apartamento,valle del lili,-76516.0,3369.0,15
1454,zona sur,7,4,185.0,68.0,1,2,3,apartamento,valle del lili,-76516.0,3375.0,1
1455,zona sur,8,4,235.0,63.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,27
1456,zona sur,8,5,225.0,58.0,1,1,2,apartamento,valle del lili,-76516.0,3371.0,25
1457,zona sur,4,5,225.0,70.0,1,2,2,apartamento,valle del lili,-76516.0,3371.0,20
1458,zona sur,4,5,324.0,93.0,2,2,3,apartamento,valle del lili,-76516.0,3368.0,31
1459,zona sur,1,5,230.0,73.0,1,2,3,apartamento,valle del lili,-76516.0,3371.0,19
1460,zona sur,4,5,225.0,67.0,1,2,3,apartamento,valle del lili,-76516.0,3369.0,15
1461,zona sur,4,5,240.0,70.0,1,2,3,apartamento,valle del lili,-76516.0,3371.0,6
1462,zona norte,6,5,350.0,132.0,2,2,2,apartamento,urbanización la flora,-76516.0,3486.0,29
1463,zona norte,11,5,425.0,104.0,2,3,3,apartamento,urbanización la flora,-76516.0,3488.0,8
1464,zona norte,4,5,213.0,63.0,1,2,3,apartamento,urbanización la flora,-76516.0,3491.0,16
1465,zona norte,3,3,73.0,60.0,1,1,3,apartamento,los alcázares,-76516.0,3463.0,16
1466,zona norte,3,5,295.0,76.0,1,2,2,apartamento,la flora,-76516.0,348.913,22
1467,zona norte,4,5,295.0,87.0,1,2,3,apartamento,la flora,-76516.0,3.49,18
1468,zona norte,4,5,320.0,138.0,2,2,3,apartamento,la flora,-76516.0,3488.0,30
1469,zona sur,7,4,160.0,60.0,1,2,3,apartamento,caney,-76516.0,3385.0,26
1470,zona sur,3,5,300.0,105.0,1,2,3,apartamento,caney,-76516.0,3383.0,18
1471,zona sur,3,4,170.0,60.0,1,2,3,apartamento,caney,-76516.0,3382.0,34
1472,zona sur,8,3,288.0,85.0,1,2,4,apartamento,caney,-76516.0,3382.0,3
1473,zona sur,7,5,155.0,59.0,1,2,2,apartamento,caney,-76516.0,3385.0,24
1474,zona sur,8,4,148.0,60.0,1,2,2,apartamento,caney,-76516.0,3385.0,24
1475,zona sur,1,4,195.0,80.0,1,2,3,apartamento,caney,-76516.0,3382.0,34
1476,zona sur,1,4,195.0,83.0,2,2,2,apartamento,caney especial,-76516.0,3382.0,19
1298,zona norte,3,4,690.0,358.0,6,8,9,casa,vipasa,-76515.0,3476.0,19
1299,zona norte,4,5,530.0,280.0,5,3,5,casa,urbanización la merced,-76515.0,3482.0,19
1300,zona norte,4,5,485.0,280.0,2,4,3,casa,urbanización la flora,-76515.0,3486.0,11
1301,zona norte,4,5,430.0,180.0,2,4,3,casa,urbanización la flora,-76515.0,3489.0,4
1302,zona norte,3,5,360.0,160.0,2,3,3,casa,urbanización la flora,-76515.0,3491.0,31
1303,zona norte,3,5,520.0,235.0,1,4,5,casa,urbanización la flora,-76515.0,3486.0,15
1304,zona norte,2,5,320.0,90.0,2,3,3,casa,urbanización la flora,-76515.0,3488.0,29
1305,zona sur,4,5,750.0,433.0,3,5,10,casa,templete,-76515.0,3421.0,1
1306,zona sur,4,3,450.0,450.0,2,5,7,casa,santa mónica popular,-76515.0,3437.0,12
1307,zona sur,2,4,298.0,200.0,2,4,4,casa,ciudad real,-76515.0,3385.0,29
1308,zona sur,3,4,370.0,270.0,1,4,4,casa,ciudad real,-76515.0,3382.0,21
1309,zona oriente,2,3,190.0,160.0,1,2,6,casa,ciudad córdoba,-76515.0,3398.0,17
1310,zona sur,4,4,390.0,140.0,9,5,5,casa,ciudad 2000,-76515.0,3393.0,16
1311,zona sur,3,3,580.0,450.0,4,4,7,casa,la buitrera,-76515.0,3461.0,30
1312,zona sur,4,4,140.0,60.0,1,2,3,apartamento,valle del lili,-76515.0,336.911,22
1313,zona sur,2,4,147.0,49.0,1,2,2,apartamento,valle del lili,-76515.0,336.911,20
1314,zona sur,5,4,140.0,50.0,1,2,3,apartamento,valle del lili,-76515.0,3365.0,5
1315,zona sur,2,5,185.0,62.0,1,2,3,apartamento,valle del lili,-76515.0,3369.0,23
1316,zona sur,2,5,180.0,61.0,1,2,3,apartamento,valle del lili,-76515.0,3369.0,18
1317,zona sur,4,4,130.0,65.0,1,2,3,apartamento,valle del lili,-76515.0,3365.0,31
1318,zona norte,2,5,240.0,72.0,1,2,3,apartamento,urbanización la flora,-76515.0,3.49,29
1319,zona norte,4,5,328.0,120.0,1,3,3,apartamento,prados del norte,-76515.0,3462.0,2
1320,zona norte,1,3,100.0,53.0,1,1,3,apartamento,paso del comercio,-76515.0,3468.0,34
1321,zona norte,4,4,750.0,392.0,1,4,4,apartamento,la flora,-76515.0,3489.0,10
1322,zona norte,1,5,290.0,108.0,1,2,3,apartamento,la flora,-76515.0,3491.0,2
1323,zona sur,6,4,200.0,78.0,1,2,3,apartamento,caney,-76515.0,3389.0,17
1324,zona norte,3,3,115.0,58.0,1,2,3,apartamento,brisas de los,-76515.0,3475.0,25
1225,zona oriente,3,3,380.0,150.0,4,2,6,casa,prados de oriente,-76514.0,3437.0,5
1226,zona norte,3,3,480.0,300.0,1,5,4,casa,porvenir,-76514.0,3459.0,29
1227,zona norte,4,4,360.0,360.0,2,3,6,casa,la merced,-76514.0,3479.0,16
1228,zona sur,4,5,550.0,380.0,2,4,4,casa,el lido,-76514.0,3406.0,16
1229,zona norte,2,4,570.0,270.0,2,4,4,casa,la flora,-76514.0,3484.0,33
1230,zona norte,4,5,390.0,400.0,2,2,5,casa,la flora,-76514.0,3484.0,28
1231,zona sur,3,5,1000.0,500.0,4,5,4,casa,ciudad jardín,-76514.0,3396.0,10
1232,zona sur,4,4,290.0,240.0,2,3,5,casa,caney,-76514.0,3387.0,33
1233,zona norte,4,5,420.0,102.0,2,3,3,apartamento,urbanización la flora,-76514.0,3485.0,7
1234,zona norte,3,4,270.0,100.0,1,2,3,apartamento,urbanización la flora,-76514.0,3.49,15
1235,zona sur,1,4,140.0,44.0,1,1,2,apartamento,san fernando,-76514.0,3413.0,27
1236,zona norte,3,3,95.0,55.0,1,1,3,apartamento,las ceibas,-76514.0,3454.0,22
1237,zona oeste,4,6,850.0,178.0,2,4,3,apartamento,cristales,-76514.0,3462.0,4
1238,zona sur,4,4,290.0,86.0,2,2,3,apartamento,ciudad bochalema,-76514.0,3406.0,25
1239,zona norte,3,3,130.0,54.0,1,2,2,apartamento,brisas de los,-76514.0,3476.0,31
1240,zona sur,4,4,265.0,86.0,1,2,2,apartamento,bochalema,-76514.0,3406.0,16
1241,zona sur,3,3,135.0,117.0,1,2,3,apartamento,alameda,-76514.0,3441.0,9
1185,zona sur,1,4,285.0,120.0,1,3,3,casa,valle del lili,-76513.0,3421.0,29
1186,zona norte,4,5,690.0,380.0,2,4,5,casa,urbanización la flora,-76513.0,3491.0,26
1187,zona norte,4,5,450.0,240.0,3,4,5,casa,prados del norte,-76513.0,3423.0,16
1188,zona oriente,3,3,350.0,330.0,1,8,8,casa,la fortaleza,-76513.0,3421.0,25
1189,zona norte,3,3,330.0,400.0,1,5,8,casa,la floresta,-76513.0,3444.0,18
1190,zona norte,2,5,395.0,145.0,2,2,4,casa,la flora,-76513.0,3488.0,6
1191,zona norte,4,5,405.0,280.0,2,2,4,casa,flora industrial,-76513.0,3484.0,24
1192,zona oriente,3,3,125.0,52.0,1,2,3,casa,ciudad córdoba reservado,-76513.0,3396.0,29
1193,zona sur,4,4,270.0,90.0,1,2,4,casa,ciudad 2000,-76513.0,3396.0,23
1194,zona norte,4,5,260.0,120.0,2,2,4,apartamento,rincon de la,-76513.0,3.49,27
1195,zona norte,4,3,132.0,50.0,1,2,3,apartamento,los andes,-76513.0,3464.0,16
1196,zona norte,4,5,270.0,88.0,1,2,3,apartamento,la flora,-76513.0,3.49,28
1197,zona oeste,4,6,1350.0,221.0,3,3,3,apartamento,cristales,-76513.0,3421.0,23
1198,zona oeste,4,6,320.0,84.0,2,2,2,apartamento,cristales,-76513.0,3463.0,12
1151,zona norte,4,5,320.0,210.0,2,3,5,casa,urbanización la merced,-76512.0,3476.0,28
1152,zona oriente,1,3,265.0,262.0,3,6,7,casa,la floresta,-76512.0,3442.0,18
1153,zona oriente,3,3,220.0,200.0,1,4,9,casa,ciudad córdoba,-76512.0,3397.0,26
1154,zona sur,4,4,340.0,245.0,2,3,4,casa,ciudad 2000,-76512.0,3.4,21
1155,zona norte,8,5,290.0,76.0,1,2,2,apartamento,urbanización la flora,-76512.0,3489.0,2
1156,zona centro,4,4,150.0,72.0,1,2,3,apartamento,torres de comfandi,-76512.0,3449.0,5
1157,zona sur,7,4,225.0,84.0,1,2,3,apartamento,bochalema,-76512.0,3405.0,28
1158,zona oeste,11,6,1300.0,230.0,3,4,3,apartamento,aguacatal,-76512.0,3402.0,20
1116,zona sur,4,4,270.0,168.0,1,2,3,casa,valle del lili,-76511.0,3392.0,5
1117,zona oriente,3,3,310.0,360.0,1,4,9,casa,el troncal,-76511.0,3451.0,1
1118,zona oriente,3,3,300.0,70.0,1,2,3,casa,santa monica popular,-76511.0,3436.0,19
1119,zona centro,3,3,350.0,245.0,1,2,4,casa,san carlos,-76511.0,3425.0,5
1120,zona oriente,3,3,370.0,308.0,1,7,9,casa,rafael uribe uribe,-76511.0,3.44,17
1121,zona norte,3,3,400.0,300.0,1,8,8,casa,prados del norte,-76511.0,3464.0,13
1122,zona sur,3,3,420.0,360.0,3,4,6,casa,ciudad modelo,-76511.0,3417.0,20
1123,zona oriente,3,3,240.0,280.0,1,4,9,casa,ciudad córdoba,-76511.0,3396.0,26
1124,zona oriente,2,3,100.0,52.0,1,2,1,casa,ciudad córdoba,-76511.0,3395.0,26
1125,zona oriente,3,3,155.0,165.0,1,3,3,casa,ciudad córdoba,-76511.0,3398.0,14
1126,zona sur,4,5,380.0,151.0,1,3,3,casa,alferez real,-76511.0,3452.0,25
1127,zona norte,3,3,250.0,135.0,1,3,4,casa,alamos,-76511.0,3486.0,3
1128,zona sur,4,5,300.0,93.0,1,3,3,apartamento,valle del lili,-76511.0,3453.0,31
1129,zona oeste,10,6,380.0,180.0,2,4,4,apartamento,santa teresita,-76511.0,3473.0,7
1130,zona centro,4,4,170.0,96.0,1,3,2,apartamento,flora industrial,-76511.0,3.47,22
1131,zona norte,4,4,145.0,75.0,1,2,3,apartamento,ciudad los alamos,-76511.0,3483.0,25
1132,zona centro,4,5,325.0,89.0,1,2,3,apartamento,centelsa,-76511.0,3487.0,4
1133,zona sur,4,5,250.0,90.0,1,2,3,apartamento,bochalema,-76511.0,3469.0,13
1134,zona norte,4,4,155.0,78.0,1,2,3,apartamento,alamos,-76511.0,3482.0,2
1065,zona norte,2,3,350.0,350.0,10,2,4,casa,manzanares,-76509.0,3464.0,16
1066,zona norte,3,3,400.0,350.0,3,4,7,casa,las acacias,-76509.0,3438.0,27
1067,zona sur,3,3,240.0,217.0,1,2,3,casa,la independencia,-76509.0,3433.0,19
1068,zona sur,4,5,250.0,84.0,2,3,3,apartamento,valle del lili,-76509.0,3429.0,17
1069,zona oriente,3,3,240.0,233.0,1,4,6,apartamento,el troncal,-76509.0,3.45,26
1070,zona oriente,3,3,88.0,54.0,1,1,2,apartamento,ciudad córdoba,-76509.0,3399.0,8
1021,zona oriente,3,3,195.0,190.0,1,3,5,casa,el troncal,-76508.0,3451.0,31
1022,zona oriente,1,3,210.0,117.0,1,3,2,casa,el troncal,-76508.0,345.346,24
1023,zona norte,2,3,580.0,300.0,3,2,4,casa,las delicias,-76508.0,3.46,21
1024,zona norte,3,3,350.0,150.0,1,2,5,casa,las am√©ricas,-76508.0,3447.0,24
