id_propiedad,zona,piso,estrato,precio_millones,area_construida,parqueaderos,banios,habitaciones,tipo_vivienda,barrio,longitud,latitud,id_comentarios
7251,zona oeste,2,5,430.0,117.0,2,3,3,apartamento,santa isabel,-765484.0,342.969,22
7252,zona oeste,2,5,450.0,117.0,2,2,3,apartamento,los cristales,-765484.0,342.969,25
7253,zona oeste,7,5,405.0,112.0,2,3,3,apartamento,los cristales,-765484.0,342.972,17
7254,zona oeste,9,6,430.0,104.0,2,3,3,apartamento,los cristales,-765484.0,342.972,26
7255,zona oeste,4,6,425.0,117.0,1,3,3,apartamento,los cristales,-765484.0,34.292,25
7256,zona oeste,4,6,410.0,115.0,2,3,3,apartamento,los cristales,-765484.0,342.972,14
7257,zona sur,1,6,550.0,149.0,2,4,4,apartamento,pance,-7654841.0,345.309,14
7258,zona oeste,1,4,350.0,267.0,1,4,4,casa,santa isabel,-7654842.0,342.535,34
7259,zona sur,4,3,280.0,400.0,1,4,10,casa,nápoles,-7654846.0,338.643,34
7260,zona sur,3,3,270.0,205.0,2,4,7,casa,melendez,-7654847.0,337.629,3
7261,zona oeste,2,6,430.0,155.0,2,4,4,apartamento,bellavista,-7654848.0,344.646,1
7262,zona oeste,2,5,580.0,245.0,2,4,5,apartamento,arboledas,-7654848.0,344.895,13
7263,zona oeste,3,6,750.0,144.0,2,4,3,apartamento,los cristales,-7654848.0,343.777,10
7264,zona oeste,3,6,385.0,93.0,2,3,2,apartamento,santa isabel,-7654852.0,342.951,7
7265,zona oeste,1,5,290.0,82.0,2,2,2,apartamento,santa isabel,-7654852.0,342.951,12
7266,zona oeste,3,5,420.0,93.0,2,3,2,apartamento,santa isabel,-7654852.0,342.951,1
7267,zona oeste,1,6,350.0,70.0,1,2,2,apartamento,santa isabel,-7654852.0,342.951,6
7268,zona oeste,6,5,500.0,137.0,2,4,3,apartamento,santa isabel,-7654852.0,342.951,20
7269,zona oeste,4,5,353.0,118.0,1,3,3,apartamento,santa isabel,-7654852.0,342.951,17
7270,zona oeste,3,5,349.0,117.0,1,2,3,apartamento,santa isabel,-7654852.0,342.951,26
7271,zona sur,2,3,290.0,185.0,2,5,3,casa,melendez,-7654853.0,337.574,1
7272,zona oeste,9,6,825.0,196.0,2,4,4,apartamento,los cristales,-7654853.0,343.469,8
7273,zona oeste,6,6,1077.0,273.0,3,3,3,apartamento,los cristales,-7654853.0,34.364,24
7274,zona sur,2,6,1000.0,400.0,3,6,4,casa,parcelaciones pance,-7654857.0,334.652,30
7275,zona oeste,4,6,650.0,196.0,2,3,3,apartamento,bellavista,-7654857.0,344.647,23
7276,zona sur,4,4,155.0,94.0,1,2,3,apartamento,el refugio,-7654859.0,340.046,10
7277,zona oeste,7,6,450.0,86.0,2,2,2,apartamento,arboledas,-7654859.0,344.895,18
7278,zona oeste,3,5,500.0,225.0,2,6,6,casa,los cristales,-7654861.0,343.769,22
7279,zona oeste,4,5,475.0,87.0,2,2,2,apartamento,los cristales,-7654861.0,345.551,30
7280,zona oeste,10,5,900.0,208.0,2,5,3,apartamento,santa isabel,-7654862.0,342.829,1
7281,zona oeste,1,4,290.0,82.0,2,2,2,apartamento,santa isabel,-7654864.0,342.657,2
7282,zona oeste,2,5,300.0,90.0,1,2,3,apartamento,santa isabel,-7654867.0,342.789,19
7283,zona oeste,4,6,600.0,142.0,2,4,4,apartamento,bellavista,-7654868.0,344.668,5
7284,zona sur,6,5,201.0,72.0,1,2,3,apartamento,cuarto de legua,-7654868.0,340.652,16
7285,zona oeste,3,5,350.0,85.0,2,3,3,apartamento,los cristales,-765487.0,34.358,10
7286,zona oeste,3,6,640.0,167.38,2,4,3,apartamento,arboledas,-765487.0,3449.0,20
7287,zona oeste,3,6,620.0,155.0,2,4,4,apartamento,arboledas,-765487.0,3449.0,34
7288,zona oeste,7,6,790.0,267.0,4,4,2,apartamento,arboledas,-7654871.0,344.812,33
7289,zona oeste,4,6,720.0,420.0,2,4,4,casa,los cristales,-7654871.0,343.772,2
7290,zona oeste,4,6,400.0,100.0,2,2,3,apartamento,los cristales,-7654871.0,343.772,8
7291,zona oeste,3,6,350.0,85.0,2,2,3,apartamento,los cristales,-7654871.0,343.772,25
7292,zona oeste,1,5,360.0,125.0,1,2,2,apartamento,los cristales,-7654871.0,343.772,20
7293,zona oeste,4,6,860.0,194.0,2,3,3,apartamento,los cristales,-7654871.0,343.772,28
7294,zona oeste,10,6,850.0,196.0,2,4,3,apartamento,los cristales,-7654871.0,343.772,21
7295,zona oeste,2,5,420.0,95.0,2,2,3,apartamento,los cristales,-7654871.0,343.772,8
7296,zona oeste,4,6,300.0,85.0,2,2,2,apartamento,los cristales,-7654871.0,343.772,19
7297,zona oeste,4,6,415.0,114.0,2,3,3,apartamento,los cristales,-7654871.0,343.772,29
7298,zona sur,2,5,220.0,100.0,1,2,3,apartamento,cuarto de legua,-7654873.0,34.007,8
7299,zona oeste,6,6,1090.0,285.0,4,4,3,apartamento,los cristales,-7654874.0,343.642,19
7300,zona sur,2,6,930.0,322.42,3,5,4,casa,pance,-7654875.0,334.001,5
7301,zona sur,2,6,950.0,290.0,3,5,4,casa,pance,-7654875.0,334.001,6
7302,zona sur,3,3,240.0,260.0,1,3,8,casa,nápoles,-7654875.0,338.625,20
7303,zona oeste,4,6,780.0,100.0,2,6,3,casa,los cristales,-7654875.0,345.076,15
7304,zona oeste,5,6,580.0,111.0,2,3,3,apartamento,santa teresita,-7654875.0,345.232,30
7305,zona oeste,5,4,350.0,70.0,1,2,2,apartamento,santa isabel,-7654875.0,344.722,15
7306,zona sur,1,6,450.0,105.0,2,4,4,apartamento,ciudad jardín,-7654875.0,334.001,22
7307,zona oeste,4,5,480.0,126.0,2,3,4,apartamento,santa isabel,-7654877.0,345.176,24
7308,zona oeste,2,6,1600.0,450.0,6,4,3,casa,los cristales,-7654878.0,343.769,7
7309,zona sur,3,3,310.0,200.0,1,2,5,casa,nápoles,-7654879.0,338.664,9
7310,zona sur,3,3,310.0,80.0,1,2,5,casa,nápoles,-7654879.0,338.664,9
7311,zona oeste,4,6,620.0,150.0,2,4,3,apartamento,cerro cristales,-7654879.0,343.752,15
7312,zona oeste,3,6,720.0,186.0,2,4,3,apartamento,arboledas,-765488.0,344.895,5
7313,zona oeste,8,6,700.0,212.0,2,3,3,apartamento,arboledas,-765488.0,344.895,1
7314,zona oeste,2,6,720.0,240.0,2,3,3,apartamento,arboledas,-765488.0,344.895,6
7315,zona oeste,7,6,1200.0,199.0,3,5,4,apartamento,arboledas,-765488.0,344.895,26
7316,zona oeste,10,6,950.0,197.0,2,5,4,apartamento,arboledas,-765488.0,344.895,18
7317,zona oeste,4,6,1300.0,303.0,2,4,3,apartamento,arboledas,-765488.0,344.895,3
7318,zona sur,2,4,380.0,338.0,2,5,6,casa,el refugio,-7654882.0,339.806,26
7319,zona oeste,5,6,600.0,156.86,1,6,5,apartamento,santa rita,-7654882.0,345.361,13
7320,zona norte,4,5,585.0,143.0,2,5,3,apartamento,acopi,-7654882.0,344.208,17
7321,zona oeste,8,6,620.0,317.0,2,6,5,apartamento,arboledas,-7654883.0,344.981,10
7322,zona sur,3,5,290.0,122.35,2,3,3,casa,valle del lili,-7654885.0,337.208,27
7323,zona sur,4,5,295.0,109.0,2,2,3,apartamento,el refugio,-7654887.0,340.046,18
7324,zona oeste,6,5,470.0,97.0,2,3,3,apartamento,los cristales,-7654887.0,343.773,8
7325,zona oeste,4,6,540.0,116.0,2,3,3,apartamento,cristales,-7654887.0,34.388,12
7326,zona oeste,2,6,1440.0,277.0,3,5,4,apartamento,los cristales,-7654889.0,343.801,2
7327,zona sur,2,4,360.0,338.0,2,5,6,casa,el refugio,-7654891.0,339.793,27
7328,zona oeste,4,6,620.0,167.0,2,4,3,apartamento,normandía,-7654896.0,344.317,1
7329,zona oeste,6,6,670.0,172.0,2,5,3,apartamento,aguacatal,-7654896.0,345.508,27
7371,zona sur,3,3,96.0,65.0,1,2,3,apartamento,colinas del sur,-7654902.0,339.521,1
7372,zona oeste,8,6,460.0,125.0,2,3,3,apartamento,los cristales,-7654904.0,34.448,25
7373,zona sur,3,4,260.0,69.0,1,2,2,apartamento,el lido,-7654904.0,341.832,21
7374,zona oeste,1,5,450.0,114.0,1,4,4,apartamento,cerro cristales,-7654908.0,343.753,32
7375,zona oeste,5,6,318.0,86.0,2,2,2,apartamento,cerro cristales,-7654908.0,343.753,27
7376,zona oeste,4,6,350.0,90.0,1,2,3,apartamento,cerro cristales,-7654908.0,343.753,8
7377,zona oeste,4,5,680.0,155.0,2,4,4,apartamento,santa isabel,-7654909.0,342.959,4
7378,zona oeste,4,5,465.0,108.0,2,3,2,apartamento,santa isabel,-7654909.0,342.959,8
7379,zona oeste,4,5,700.0,230.0,2,3,3,apartamento,santa isabel,-7654909.0,342.959,25
7380,zona oeste,5,5,465.0,108.0,2,2,3,apartamento,santa isabel,-7654909.0,342.959,31
7381,zona oeste,4,5,500.0,108.3,2,3,3,apartamento,santa isabel,-7654909.0,342.959,7
7382,zona oeste,4,5,400.0,100.0,2,2,3,apartamento,los cristales,-7654909.0,342.959,23
7383,zona oeste,3,6,430.0,115.0,2,2,3,apartamento,los cristales,-7654909.0,342.959,22
7384,zona sur,2,5,285.0,95.0,2,3,3,apartamento,el limonar,-7654909.0,339.973,32
7385,zona oeste,7,6,680.0,155.0,2,5,4,apartamento,cerro cristales,-7654909.0,342.959,9
7386,zona oeste,4,6,1150.0,240.0,4,5,3,apartamento,aguacatal,-7654909.0,34.445,10
7387,zona sur,2,4,480.0,280.0,2,5,5,casa,el refugio,-765491.0,340.051,17
7388,zona oeste,7,6,1100.0,375.0,3,5,3,apartamento,los cristales,-765491.0,343.444,31
7389,zona oeste,3,6,680.0,230.0,2,4,3,apartamento,los cristales,-765491.0,343.444,13
7390,zona sur,5,4,290.0,99.0,2,3,4,apartamento,la hacienda,-7654911.0,339.528,6
7391,zona oeste,2,6,560.0,124.0,2,3,3,apartamento,cerro cristales,-7654913.0,344.191,15
7392,zona sur,4,4,550.0,310.0,3,4,8,casa,el lido,-7654913.0,341.952,7
7393,zona oeste,11,4,1350.0,226.0,3,5,4,apartamento,aguacatal,-7654916.0,345.765,27
7394,zona sur,4,3,240.0,86.0,1,2,3,apartamento,melendez,-7654917.0,337.167,10
7395,zona oeste,4,5,420.0,115.0,2,3,3,apartamento,los cristales,-7654922.0,342.939,26
7396,zona sur,3,3,115.0,58.0,1,2,2,apartamento,alf√©rez real,-7654924.0,339.121,33
7397,zona oeste,1,5,300.0,90.0,1,2,2,apartamento,santa isabel,-7654926.0,34.304,24
7398,zona sur,5,3,115.0,58.0,1,2,2,apartamento,buenos aires,-7654929.0,339.291,8
7399,zona sur,5,3,125.0,60.0,1,2,3,apartamento,buenos aires,-7654929.0,339.291,11
7400,zona sur,3,3,125.0,65.0,1,1,3,apartamento,buenos aires,-7654929.0,339.291,3
7401,zona oeste,4,6,700.0,153.0,2,5,3,apartamento,santa teresita,-765493.0,344.283,2
7402,zona oeste,4,6,470.0,137.0,2,2,2,apartamento,los cristales,-7654935.0,343.503,4
7403,zona sur,3,3,300.0,118.0,1,3,5,casa,nápoles,-7654937.0,338.734,20
7404,zona oeste,4,6,510.0,124.0,2,2,2,apartamento,santa isabel,-7654939.0,342.775,16
7405,zona oeste,1,6,310.0,85.0,1,2,3,apartamento,los cristales,-7654939.0,34.352,7
7406,zona oeste,4,6,335.0,84.0,2,2,3,apartamento,los cristales,-7654939.0,344.266,33
7407,zona sur,1,4,238.0,95.0,2,3,3,apartamento,el limonar,-7654942.0,339.777,29
7408,zona oeste,6,5,650.0,193.0,3,4,5,apartamento,los cristales,-7654942.0,344.756,13
7409,zona sur,4,5,238.0,90.0,1,2,3,apartamento,cuarto de legua,-7654942.0,340.728,12
7410,zona oeste,7,6,1180.0,386.0,3,5,4,apartamento,los cristales,-7654943.0,343.349,1
7411,zona norte,3,5,220.0,86.0,2,2,3,apartamento,la flora,-7654943.0,339.523,17
7412,zona oeste,1,6,330.0,85.0,2,2,2,apartamento,los cristales,-7654945.0,343.486,12
7413,zona sur,4,5,160.0,82.0,1,3,4,apartamento,cañaveralejo,-7654945.0,340.848,3
7414,zona oeste,5,6,950.0,220.0,3,4,3,apartamento,arboledas,-7654945.0,344.838,1
7415,zona oeste,5,6,430.0,138.0,2,3,3,apartamento,santa rita,-7654948.0,345.122,9
7416,zona oeste,1,6,390.0,107.0,2,2,3,apartamento,los cristales,-7654949.0,344.148,11
7417,zona sur,3,3,300.0,200.0,1,2,6,casa,nápoles,-7654959.0,338.871,16
7418,zona sur,3,3,145.0,70.0,1,2,3,apartamento,nápoles,-765496.0,338.717,13
7419,zona oeste,4,5,480.0,340.0,2,4,7,casa,santa isabel,-7654964.0,343.529,11
7420,zona oeste,4,6,750.0,151.0,2,4,3,apartamento,los cristales,-7654964.0,343.512,20
7421,zona oeste,4,5,870.0,172.0,3,4,3,apartamento,los cristales,-7654964.0,343.499,23
7422,zona sur,2,3,136.0,60.0,1,1,3,apartamento,melendez,-7654965.0,33.772,25
7423,zona oeste,2,6,450.0,149.4,2,3,3,apartamento,arboledas,-7654966.0,345.157,31
7424,zona sur,1,4,550.0,250.0,1,1,6,casa,buenos aires,-7654971.0,339.148,9
7425,zona sur,2,5,1050.0,330.0,3,4,4,casa,ciudad jardín,-7654972.0,337.531,24
7426,zona sur,3,5,300.0,109.0,1,3,3,casa,el refugio,-7654973.0,340.146,7
7427,zona sur,2,5,685.0,300.0,2,2,4,casa,el refugio,-7654973.0,340.146,18
7428,zona sur,6,4,230.0,86.0,1,3,3,casa,el refugio,-7654973.0,340.146,25
7429,zona sur,2,5,460.0,165.0,2,3,4,casa,quintas de don,-7654973.0,342.484,16
7430,zona norte,3,4,450.0,350.0,4,7,8,casa,prados del norte,-7654973.0,342.484,10
7431,zona oriente,1,3,170.0,120.0,1,2,3,casa,municipal,-7654973.0,342.484,10
7432,zona norte,1,4,260.0,280.0,2,4,6,casa,los andes,-7654973.0,342.484,32
7433,zona sur,2,5,250.0,220.0,1,2,4,casa,el lido,-7654973.0,342.484,30
7434,zona sur,1,5,1200.0,520.0,4,4,6,casa,el lido,-7654973.0,342.484,16
7435,zona sur,2,5,450.0,420.0,8,3,5,casa,el lido,-7654973.0,342.484,20
7436,zona sur,1,4,330.0,400.0,2,4,4,casa,el lido,-7654973.0,342.484,19
7437,zona sur,1,5,395.0,300.0,2,3,4,casa,el ingenio,-7654973.0,342.484,27
7438,zona norte,1,5,380.0,320.0,1,3,4,casa,la flora,-7654973.0,342.484,33
7439,zona sur,1,5,900.0,485.0,4,4,5,casa,ciudad jardín,-7654973.0,342.484,10
7440,zona sur,3,6,1100.0,380.0,2,4,4,casa,ciudad jardín,-7654973.0,342.484,20
7441,zona sur,4,4,550.0,500.0,2,4,6,casa,el caney,-7654973.0,342.484,24
7442,zona oriente,1,3,600.0,480.0,3,7,10,casa,la base,-7654973.0,342.484,23
7443,zona oriente,1,3,240.0,350.0,1,3,8,casa,antonio nariño,-7654973.0,342.484,3
7444,zona sur,2,4,198.0,86.0,2,3,3,casa,la alborada,-7654973.0,342.484,25
7445,zona sur,3,5,165.0,55.0,1,2,1,apartamento,zona sur,-7654973.0,340.804,26
7446,zona norte,10,4,245.0,103.0,1,2,2,apartamento,versalles,-7654973.0,342.484,18
7447,zona norte,4,5,320.0,173.0,3,3,3,apartamento,versalles,-7654973.0,342.484,20
7448,zona sur,2,4,170.0,54.0,1,2,2,apartamento,valle del lili,-7654973.0,342.484,20
7449,zona sur,3,4,230.0,70.0,1,2,3,apartamento,valle del lili,-7654973.0,342.484,9
7450,zona sur,4,5,290.0,92.0,1,3,3,apartamento,valle del lili,-7654973.0,342.484,12
7451,zona norte,1,3,135.0,57.0,1,1,3,apartamento,torres de comfandi,-7654973.0,342.484,34
7452,zona sur,4,4,190.0,61.0,1,2,2,apartamento,santa anita,-7654973.0,342.484,20
7453,zona sur,4,4,260.0,95.0,2,2,3,apartamento,san fernando nuevo,-7654973.0,342.484,4
7454,zona sur,3,5,300.0,83.0,2,1,3,apartamento,el refugio,-7654973.0,342.484,9
7455,zona sur,4,5,600.0,145.0,2,5,3,apartamento,pance,-7654973.0,342.484,22
7456,zona oeste,5,3,520.0,135.0,2,4,3,apartamento,normandía,-7654973.0,342.484,18
7457,zona sur,2,3,127.0,55.0,1,1,3,apartamento,melendez,-7654973.0,337.227,13
7458,zona sur,2,3,95.0,56.0,1,1,2,apartamento,los farallones,-7654973.0,342.484,28
7459,zona oeste,1,5,440.0,125.0,2,4,3,apartamento,los cristales,-7654973.0,343.332,26
7460,zona oeste,2,5,430.0,125.0,1,3,3,apartamento,los cristales,-7654973.0,342.484,33
7461,zona oeste,3,4,430.0,140.0,2,3,3,apartamento,los cristales,-7654973.0,342.484,1
7462,zona oeste,5,4,300.0,74.0,1,2,2,apartamento,los cristales,-7654973.0,342.484,28
7463,zona sur,5,5,230.0,85.0,1,3,3,apartamento,el ingenio,-7654973.0,342.484,6
7464,zona sur,2,5,305.0,93.0,1,2,3,apartamento,el ingenio,-7654973.0,342.484,3
7465,zona norte,2,3,95.0,56.0,1,1,3,apartamento,chiminangos,-7654973.0,342.484,11
7466,zona norte,2,4,155.0,92.0,1,1,3,apartamento,la campiña,-7654973.0,342.484,13
7467,zona norte,2,5,150.0,60.0,1,2,2,apartamento,el bosque,-7654973.0,342.484,2
7468,zona oeste,6,5,680.0,180.0,2,4,3,apartamento,aguacatal,-7654975.0,345.422,23
7469,zona oeste,3,6,950.0,460.0,2,5,6,casa,los cristales,-7654978.0,343.554,19
7470,zona norte,2,4,340.0,264.0,2,5,7,casa,vipasa,-765498.0,337.556,17
7471,zona norte,4,4,330.0,240.0,1,4,4,casa,acopi,-765498.0,339.758,24
7472,zona sur,4,4,220.0,78.0,1,2,3,apartamento,el refugio,-765498.0,339.664,6
7473,zona sur,2,4,290.0,140.0,1,4,3,casa,el refugio,-7654981.0,33.995,24
7474,zona oeste,4,5,600.0,133.0,2,3,3,apartamento,zona oeste,-7654982.0,343.554,6
7475,zona oeste,4,6,1400.0,300.0,2,5,3,apartamento,santa teresita,-7654982.0,345.079,10
7476,zona oeste,9,5,690.0,143.0,2,4,4,apartamento,santa teresita,-7654982.0,344.951,10
7477,zona sur,3,4,330.0,272.0,4,3,4,casa,el refugio,-7654985.0,339.813,31
7478,zona oeste,3,5,390.0,117.0,1,4,3,apartamento,los cristales,-7654985.0,344.226,14
7479,zona sur,5,5,180.0,74.0,1,2,3,apartamento,el refugio,-7654987.0,339.948,2
7480,zona oeste,4,6,370.0,81.0,1,2,1,apartamento,los cristales,-7654989.0,34.348,15
7481,zona oeste,5,6,350.0,78.0,2,2,1,apartamento,cerro cristales,-7654989.0,34.348,28
7482,zona sur,4,4,155.0,87.0,1,2,3,apartamento,el refugio,-765499.0,339.859,12
7483,zona sur,1,5,340.0,136.0,1,2,3,casa,zona sur,-765499.0,34.005,6
7484,zona sur,1,4,345.0,136.0,2,3,4,casa,el refugio,-765499.0,34.005,24
7485,zona sur,1,4,305.0,120.0,2,3,3,casa,el refugio,-765499.0,34.005,27
7486,zona sur,1,5,340.0,136.0,1,2,3,casa,el refugio,-765499.0,34.005,16
7487,zona sur,1,4,350.0,195.0,1,3,4,casa,el lido,-765499.0,341.976,24
7488,zona sur,4,4,180.0,72.0,1,2,3,apartamento,pampa linda,-765499.0,340.324,17
7489,zona oeste,4,5,400.0,103.0,2,2,3,apartamento,cristales,-765499.0,3437.0,13
7490,zona oeste,4,6,380.0,105.0,1,2,3,apartamento,cerro cristales,-7654991.0,344.751,28
7491,zona oeste,12,6,1400.0,475.0,3,7,5,apartamento,santa teresita,-7654993.0,345.221,15
7492,zona oeste,2,6,280.0,118.0,1,3,2,apartamento,tejares cristales,-7654996.0,343.506,23
7493,zona oeste,6,6,540.0,90.0,2,2,2,apartamento,santa teresita,-7654999.0,345.217,17
7494,zona oeste,9,6,1250.0,192.0,2,5,4,apartamento,los cristales,-7654999.0,34.475,18
7495,zona oeste,3,5,340.0,70.0,1,1,1,apartamento,los cristales,-7654999.0,34.322,30
7496,zona oeste,8,5,350.0,89.0,1,2,3,apartamento,cerro cristales,-7654999.0,344.749,18
7497,zona norte,2,6,520.0,98.0,2,2,2,apartamento,acopi,-7654999.0,343.505,23
7498,zona oeste,4,5,450.0,250.0,2,3,4,casa,santa rita,-7655.0,3453.0,13
7499,zona oeste,3,4,320.0,380.0,2,4,4,casa,santa rita,-7655.0,3454.0,3
7500,zona sur,2,3,900.0,225.0,2,7,9,casa,santa isabel,-7655.0,3428.0,20
7501,zona sur,4,4,310.0,152.0,1,3,3,casa,el refugio,-7655.0,3401.0,18
7502,zona sur,2,4,300.0,235.0,1,4,4,casa,el refugio,-7655.0,3.4,3
7503,zona sur,4,4,310.0,92.0,1,4,4,casa,el refugio,-7655.0,3.4,23
7504,zona sur,2,4,295.0,100.0,1,3,3,casa,el refugio,-7655.0,3.4,1
7505,zona sur,2,6,1600.0,330.0,10,5,3,casa,pance,-7655.0,3335.0,15
7506,zona sur,2,5,450.0,450.0,6,4,5,casa,el lido,-7655.0,3421.0,32
7507,zona sur,4,4,570.0,272.0,1,3,4,casa,el lido,-7655.0,3423.0,4
7508,zona sur,4,5,370.0,260.0,3,3,4,casa,el lido,-7655.0,3424.0,24
7509,zona oeste,2,5,1200.0,660.0,4,0,0,casa,bellavista,-7655.0,3447.0,19
7510,zona oeste,3,6,1950.0,400.0,4,5,3,casa,aguacatal,-7655.0,3456.0,13
7511,zona oeste,4,6,990.0,307.0,4,4,3,casa,aguacatal,-7655.0,3453.0,34
7512,zona sur,4,5,670.0,300.0,3,5,6,apartamento,seminario,-7655.0,3409.0,2
7513,zona oeste,4,6,1350.0,474.0,3,7,5,apartamento,santa teresita,-7655.0,3452.0,10
7514,zona sur,1,5,440.0,140.0,2,2,3,apartamento,santa isabel,-7655.0,3431.0,32
7515,zona sur,7,4,388.0,118.0,1,3,3,apartamento,santa isabel,-7655.0,3427.0,28
7516,zona sur,1,4,334.0,106.0,1,2,3,apartamento,santa isabel,-7655.0,3427.0,28
7517,zona sur,2,5,420.0,117.0,2,3,3,apartamento,santa isabel,-7655.0,3427.0,17
7518,zona sur,2,5,420.0,114.0,2,2,2,apartamento,santa isabel,-7655.0,3427.0,26
7519,zona sur,4,5,350.0,125.0,2,4,3,apartamento,el refugio,-7655.0,3398.0,2
7520,zona sur,4,4,390.0,125.0,2,4,4,apartamento,el refugio,-7655.0,3398.0,2
7521,zona norte,5,4,160.0,80.0,1,2,3,apartamento,pacará,-7655.0,3388.0,31
7522,zona sur,3,3,148.0,87.0,1,0,0,apartamento,mel√©ndez,-7655.0,3375.0,2
7523,zona sur,3,3,134.0,79.0,1,1,2,apartamento,mel√©ndez,-7655.0,3375.0,18
7524,zona sur,5,4,135.0,60.0,1,2,3,apartamento,el lido,-7655.0,3418.0,14
7525,zona oeste,5,6,350.0,88.0,1,2,1,apartamento,cristales,-7655.0,3435.0,16
7526,zona oeste,2,6,430.0,117.0,2,3,3,apartamento,cristales,-7655.0,3429.0,23
7527,zona sur,4,6,380.0,108.0,2,3,3,apartamento,cristales,-7655.0,3447.0,31
7528,zona oeste,9,5,1390.0,303.0,3,4,4,apartamento,cristales,-7655.0,3447.0,10
7529,zona oeste,4,5,400.0,119.0,2,3,3,apartamento,cristales,-7655.0,3447.0,19
7530,zona oeste,12,6,850.0,196.0,2,4,3,apartamento,cristales,-7655.0,3433.0,9
7531,zona oeste,4,5,350.0,89.0,1,2,3,apartamento,cristales,-7655.0,3447.0,27
7532,zona oeste,4,5,450.0,110.0,2,3,3,apartamento,cristales,-7655.0,3447.0,25
7533,zona oeste,3,6,450.0,120.0,2,3,3,apartamento,cristales,-7655.0,3429.0,5
7534,zona oeste,5,5,330.0,89.0,1,2,3,apartamento,cristales,-7655.0,3447.0,30
7535,zona oeste,4,6,430.0,118.0,2,3,3,apartamento,bajo aguacatal,-7655.0,3457.0,28
7536,zona oeste,4,6,690.0,186.0,2,5,3,apartamento,aguacatal,-7655.0,3454.0,22
7537,zona oeste,6,5,360.0,88.0,1,2,2,apartamento,santa isabel,-7655001.0,343.041,33
7538,zona sur,1,5,240.0,100.0,1,2,3,apartamento,el refugio,-7655001.0,340.414,9
7539,zona sur,5,4,130.0,75.0,1,2,3,apartamento,el lido,-7655005.0,341.828,20
7540,zona sur,4,3,149.0,87.0,1,2,3,apartamento,melendez,-7655007.0,337.491,31
7541,zona oeste,2,6,390.0,178.0,2,4,4,apartamento,los cristales,-7655007.0,343.897,9
7542,zona norte,4,6,1200.0,374.0,4,4,4,casa,cali,-7655008.0,334.102,22
7543,zona sur,3,3,125.0,57.0,1,2,3,apartamento,melendez,-7655013.0,340.469,18
7544,zona oeste,1,6,1300.0,219.0,2,6,3,apartamento,santa teresita,-7655016.0,343.777,24
7545,zona norte,4,6,1300.0,229.0,3,3,4,apartamento,occidente,-7655019.0,344.926,13
7546,zona oeste,4,5,350.0,89.0,1,2,2,apartamento,cerro cristales,-7655019.0,344.749,27
7547,zona oeste,12,6,1400.0,475.0,3,7,5,apartamento,santa teresita,-765502.0,345.178,18
7548,zona sur,3,3,170.0,130.0,1,3,5,casa,melendez,-7655022.0,337.672,7
7549,zona oeste,5,6,1250.0,229.0,3,4,4,apartamento,santa teresita,-7655025.0,345.096,11
7550,zona sur,4,4,165.0,90.0,1,3,3,apartamento,el refugio,-7655025.0,339.695,18
7551,zona oeste,11,6,900.0,184.0,2,4,3,apartamento,aguacatal,-7655025.0,345.589,16
7552,zona oeste,4,6,595.0,142.0,2,4,4,apartamento,santa teresita,-7655025.0,345.169,29
7553,zona oeste,3,6,555.0,121.18,2,3,3,apartamento,santa teresita,-7655025.0,345.165,2
7554,zona sur,2,4,370.0,292.0,2,4,9,casa,urbanización nueva granada,-7655026.0,342.376,26
7555,zona oeste,8,6,1350.0,230.0,4,4,3,apartamento,santa teresita,-7655027.0,344.908,24
7556,zona sur,5,4,210.0,90.0,1,3,4,apartamento,el lido,-7655027.0,34.181,24
7557,zona sur,5,3,210.0,90.0,1,3,4,apartamento,el lido,-7655027.0,341.841,12
7558,zona oeste,2,4,220.0,62.0,1,2,2,apartamento,bellavista,-7655029.0,34.454,7
7559,zona oeste,4,6,400.0,117.0,2,3,3,apartamento,los cristales,-7655032.0,344.176,1
7560,zona oeste,3,6,1226.0,228.0,3,6,5,apartamento,santa teresita,-7655033.0,344.934,4
7561,zona sur,5,3,140.0,62.0,1,2,2,apartamento,el refugio,-7655033.0,339.476,25
7562,zona sur,2,3,135.0,79.0,1,2,2,apartamento,melendez,-7655038.0,337.589,21
7563,zona sur,3,4,230.0,111.05,1,4,4,apartamento,el lido,-7655039.0,341.791,7
7564,zona oeste,8,4,200.0,60.0,1,2,2,apartamento,santa teresita,-7655046.0,344.133,10
7565,zona sur,6,4,220.0,86.0,1,3,4,apartamento,el refugio,-765505.0,339.655,27
7566,zona sur,1,4,520.0,320.0,1,4,6,casa,el refugio,-7655051.0,339.622,31
7567,zona oeste,3,6,560.0,92.0,2,3,2,apartamento,santa teresita,-7655052.0,34.513,7
7568,zona oeste,6,6,1250.0,238.0,2,5,4,apartamento,santa teresita,-7655055.0,345.161,30
7569,zona oeste,7,5,695.0,487.0,3,5,5,casa,tejares de san,-7655057.0,344.164,22
7570,zona oeste,4,6,330.0,84.0,2,2,2,apartamento,los cristales,-7655057.0,344.166,31
7571,zona oeste,5,6,325.0,85.0,2,2,2,apartamento,los cristales,-7655057.0,344.166,10
7572,zona oeste,6,6,590.0,134.0,2,4,4,apartamento,santa teresita,-7655059.0,345.161,2
7573,zona oeste,8,6,1200.0,301.0,3,5,4,apartamento,santa teresita,-7655059.0,345.161,8
